url	Claim	Trust
https://www.politifact.com/factchecks/2011/feb/06/terry-gorman/gorman-says-illegal-immigrants-cost-rhode-island-4/	Terry Gorman-Illegal aliens cost the state of Rhode Island $400 million a year.	pants-fire
https://www.politifact.com/factchecks/2011/feb/05/bill-batchelder/ohio-house-speaker-william-g-batchelder-doubles-tr/	"William G. Batchelder-Says getting ex-cons to successfully return to society is important ""so we are not always faced constantly with recidivism, which is a big problem in the penitentiary today – in the 70 to 80 percent range."	pants-fire
https://www.politifact.com/factchecks/2011/feb/04/democratic-congressional-campaign-committee/dccc-says-rep-robert-hurt-supports-40-percent-cut-/	Democratic Congressional Campaign Committee-Congressman Robert Hurt has a plan to cut education by 40 percent.	pants-fire
https://www.politifact.com/factchecks/2011/feb/01/one-wisconsin-now/one-wisconsin-now-says-scott-walker-and-legislatur/	One Wisconsin Now-Gov. Scott Walker and the Republican-controlled state legislature have added over $140 million in new special interest spending	pants-fire
https://www.politifact.com/factchecks/2011/jan/26/bill-batchelder/ohio-house-speaker-william-g-batchelder-tells-heal/	"William G. Batchelder-Says a ""Canadian provincial prime minister came to Ohio for his medical treatment because of the delay in Canadian health care which would have endangered his life."	pants-fire
https://www.politifact.com/factchecks/2011/jan/23/victoria-taft/victoria-taft-says-rigler-elementary-gave-prayer-r/	"Victoria Taft-Says a Portland school gives Muslim students ""their own school provided prayer room, prayer rugs,"" and lets them ""out of class five times a day to pray to Allah."	pants-fire
https://www.politifact.com/factchecks/2011/jan/21/brian-moran/democrat-brian-moran-says-gov-bob-mcdonnell-has-no/	"Brian Moran-The governor has made a ""commitment to billions of dollars in debt and new spending without any explanation of how he plans to pay that money back."" "	pants-fire
https://www.politifact.com/factchecks/2011/jan/21/chain-email/chain-e-mail-claims-gov-scott-walker-hired-convict/	Chain email-Gov. Scott Walker hired convicted Assembly Speaker Scott Jensen to oversee a raid on the state employee retirement system to help balance the state budget.	pants-fire
https://www.politifact.com/factchecks/2011/jan/19/laurence-ehrhardt/north-kingstown-wind-turbine-critics-say-spinning-/	"Laurence Ehrhardt-If the Stamp Farm wind turbine is built, the ""health risk of 'flicker' impact created by shadows of blades of turbines poses real and significant health risks, particularly seizures."	pants-fire
https://www.politifact.com/factchecks/2011/jan/11/chain-email/do-members-congress-have-pay-back-student-loans-ye/	Chain email-Members of Congress and their families and staff are exempt from repaying student loans.	pants-fire
https://www.politifact.com/factchecks/2011/jan/07/ray-mcberry/sons-confederate-veterans-spokesman-said-blacks-fo/	"Ray McBerry-You’ll find blacks in almost every regiment throughout the South who fought right alongside white Southerners,"" during the Civil War."	pants-fire
https://www.politifact.com/factchecks/2011/jan/06/rick-perry/gov-rick-perry-says-state-medicaid-proposal-has-la/	"Rick Perry-Says the state's Medicaid waiver proposal ""has languished in a file cabinet at the Centers for Medicare and Medicaid Services for more than two years."	pants-fire
https://www.politifact.com/factchecks/2010/dec/22/chain-email/simple-solution-economic-crisis-would-cost-more-th/	Chain email-Unemployment and the housing and auto industry crises can be fixed by giving a million dollars to every worker over age 50 to retire.	pants-fire
https://www.politifact.com/factchecks/2010/dec/21/charlie-sykes/charlie-sykes-says-university-wisconsin-will-spend/	Charlie Sykes-Says the University of Wisconsin football program is spending almost all of its Bowl Championship Series payout on a Rose Bowl junket for politically connected officials	pants-fire
https://www.politifact.com/factchecks/2010/dec/20/bob-marshall/del-bob-marshall-says-violators-obama-health-care-/	"Bob Marshall-Those who fail to buy health insurance under ""Obamacare"" face the threat of jail time.  "	pants-fire
https://www.politifact.com/factchecks/2010/dec/16/tim-pawlenty/tim-pawlenty-repeats-questionable-statistic-growth/	Tim Pawlenty-Since January 2008 the private sector has lost nearly 8 million jobs while local, state and federal governments added 590,000.	pants-fire
https://www.politifact.com/factchecks/2010/dec/16/steve-kagen/us-rep-steve-kagen-says-new-veterans-clinic-has-al/	Steve Kagen-Already, the mayor of Green Bay is having ribbon-cutting after ribbon-cutting for economic development around the new VA center.	pants-fire
https://www.politifact.com/factchecks/2010/dec/14/state-democratic-party-wisconsin/democratic-party-says-scott-walker-killed-13000-jo/	"Democratic Party of Wisconsin-Governor-elect Scott Walker’s opposition to high-speed rail ""killed 13,000 Wisconsin jobs"	pants-fire
https://www.politifact.com/factchecks/2010/dec/13/donna-garner/conservative-education-activist-donna-garner-says-/	"Donna Garner-Says Joe Straus ""was co-author of a bill that would have allowed Planned Parenthood to control public school sex education."	pants-fire
https://www.politifact.com/factchecks/2010/dec/10/walking-dead/hit-series-shows-cdc-blows-after-zombie-apocalypse/	The Walking Dead-In the case of a catastrophic event, the Atlanta-area offices of the Centers for Disease Control and Prevention will self-destruct.	pants-fire
https://www.politifact.com/factchecks/2010/dec/09/rick-scott/rick-scott-claims-his-company-caused-national-heal/	"Rick Scott-The cost-saving measures we put into place at Columbia/HCA drove down national health care inflation from 18% to 8% in seven years.""  "	pants-fire
https://www.politifact.com/factchecks/2010/dec/03/william-howell/virginia-speaker-william-howell-says-congress-cons/	"William Howell-There’s talk in Congress now about basically confiscating your private 401(k) or IRA plan and rolling it into Social Security to strengthen Social Security."" "	pants-fire
https://www.politifact.com/factchecks/2010/dec/03/glenn-beck/glenn-beck-paints-beleaguered-wilmington-ohio-real/	Glenn Beck-This town (Wilmington, Ohio) hasn’t taken any money from the government. They don’t want any money from the government.	pants-fire
https://www.politifact.com/factchecks/2010/dec/01/blog-posting/food-safety-law-regulate-your-backyard-garden-no-i/	Bloggers-New food safety legislation will regulate backyard gardening.	pants-fire
https://www.politifact.com/factchecks/2010/nov/23/carole-smith/portland-schools-superintendent-carole-smith-says-/	Carole Smith-Rebuilding three high schools will benefit 40 percent of Portland Public School students. 	pants-fire
https://www.politifact.com/factchecks/2010/nov/17/michele-bachmann/michele-bachmann-250000-gross-sales-tax-increase/	"Michele Bachmann-Small businesses that have ""$250,000 in gross sales for the business. They're the ones that are looking at massive tax increases."	pants-fire
https://www.politifact.com/factchecks/2010/nov/17/republican-state-senators/georgia-senate-leaders-claim-power-sharing-lieuten/	"Republican state senators-Said they reached a  ""power-sharing agreement"" with Republican Lt. Gov. Casey Cagle"	pants-fire
https://www.politifact.com/factchecks/2010/nov/17/chain-email/chain-e-mail-claims-bill-requires-epa-permission-h/	"Chain email-The cap-and-trade bill before Congress ""prevents you from selling your home without the permission of the EPA administrator."	pants-fire
https://www.politifact.com/factchecks/2010/nov/16/george-allen/george-allen-says-obama-pelosi-reid-passed-12-tril/	"George Allen-President Obama, Sen. Harry Reid and Rep. Nancy Pelosi passed a ""$1.2 trillion stimulus bill."	pants-fire
https://www.politifact.com/factchecks/2010/nov/12/kathie-glass/kathie-glass-says-more-25-percent-state-budget-fun/	Kathie Glass-Says over 25 percent of the Texas budget funds services to non-U.S. citizens.	pants-fire
https://www.politifact.com/factchecks/2010/nov/12/chain-email/e-mail-claims-obamas-financial-team-wants-1-percen/	Chain email-Pres. Obama's finance team is recommending a . . . 1% tax on all transactions at any financial institution.	pants-fire
https://www.politifact.com/factchecks/2010/nov/01/mike-prendergast/mike-prengergast-mailer-says-kathy-castor-voted-sp/	Mike Prendergast-Congresswoman Kathy Castor voted to spend $2.6 million to teach prostitutes in China to drink responsibly.	pants-fire
https://www.politifact.com/factchecks/2010/oct/30/jason-isaac/jason-isaac-says-patrick-rose-voted-explore-state-/	"Jason Isaac-Patrick Rose ""voted to explore a state income tax."	pants-fire
https://www.politifact.com/factchecks/2010/oct/30/committee-florida-education/group-claims-gelber-against-scholarships-jewish-sc/	"Committee for Florida's Education-Dan Gelber: On the record against scholarships to help our needy children attend Jewish private schools.""  "	pants-fire
https://www.politifact.com/factchecks/2010/oct/29/crossroads-gps/crossroads-gps-says-north-dakotas-economy-reeling-/	Crossroads GPS-North Dakota's economy is reeling.	pants-fire
https://www.politifact.com/factchecks/2010/oct/29/advancing-wisconsin/group-says-gop-gubernatorial-candidate-scott-walke/	"Advancing Wisconsin-Says Republican gubernatorial candidate Scott Walker ""increased his own pay by $50,000."	pants-fire
https://www.politifact.com/factchecks/2010/oct/29/nathan-deal-and-roy-barnes/candidates-claims-run-civil-campaign-veer-track/	"Roy Barnes and Nathan Deal-Vows to keep Georgia's race for governor ""civil"" and focused on the ""positive."	pants-fire
https://www.politifact.com/factchecks/2010/oct/28/ted-strickland/strickland-claim-about-kasich-giving-secret-bonuse/	Ted Strickland-Congressman Kasich wants to use our tax dollars to give secret bonuses to his corporate friends.	pants-fire
https://www.politifact.com/factchecks/2010/oct/28/american-federation-children/group-says-state-senate-candidate-monk-elmer-voted/	"American Federation for Children-Says state Senate candidate ""Monk Elmer voted to exceed the (school district property tax) spending caps."	pants-fire
https://www.politifact.com/factchecks/2010/oct/28/greater-wisconsin-political-fund/group-says-wisconsin-republican-assembly-candidate/	"Greater Wisconsin Committee-Says Republican candidates in key Wisconsin Assembly races ""side with those who want to privatize Social Security -- and risk our retirements on Wall Street."	pants-fire
https://www.politifact.com/factchecks/2010/oct/27/eric-cantor/eric-cantor-tells-jon-stewart-us-spent-more-past-t/	"Eric Cantor-In the past two years, Democrats have ""spent more money than this country has spent in the last 200 years combined."	pants-fire
https://www.politifact.com/factchecks/2010/oct/27/reid-ribble/republican-house-candidate-reid-ribble-says-he-los/	Reid Ribble-I lost my health insurance and my doctor because of Obamacare.	pants-fire
https://www.politifact.com/factchecks/2010/oct/26/american-action-network/viagra-sex-offenders-paid-health-care-bill-nope/	"American Action Network-Ed Perlmutter voted for ""Viagra for rapists"" paid for with tax dollars."	pants-fire
https://www.politifact.com/factchecks/2010/oct/26/jim-renacci/gop-challenger-jim-renacci-joins-chorus-job-losses/	"Jim Renacci-Since Rep. John Boccieri’s election, ""Ohio has lost 600,000 jobs"" and his district’s ""unemployment has doubled."	pants-fire
https://www.politifact.com/factchecks/2010/oct/25/kendrick-meek/meek-claims-taliban-have-been-afghanistan-hundreds/	Kendrick Meek-The Taliban has been there for years and years, I mean, hundreds of thousands of years.	pants-fire
https://www.politifact.com/factchecks/2010/oct/25/citizens-lower-taxes-and-stronger-economy/anti-amendment-4-group-cites-politifact-newspaper-/	"Citizens for Lower Taxes and a Stronger Economy-Says PolitiFact says Amendment 4 ""will force counties and cities across Florida to raise taxes and fees."	pants-fire
https://www.politifact.com/factchecks/2010/oct/23/kathie-glass/kathie-glass-says-rick-perry-told-houston-newspape/	"Kathie Glass-Says Rick Perry recently said he ""wanted another (Texas) business tax.""  "	pants-fire
https://www.politifact.com/factchecks/2010/oct/23/chris-dudley/chris-dudley-says-john-kitzhaber-wants-sales-tax-s/	Chris Dudley-Says John Kitzhaber wants a sales tax so people without jobs pay taxes.	pants-fire
https://www.politifact.com/factchecks/2010/oct/22/dan-coats/health-care-law-forces-seniors-barack-obamas-gover/	"Dan Coats-The new health care law will ""force seniors into Barack Obama's government-run health care program."	pants-fire
https://www.politifact.com/factchecks/2010/oct/21/chain-email/chain-e-mail-says-voters-should-beware-texas-propo/	Chain email-Says Texas voters are being asked to act this November on a proposed constitutional amendment affecting property taxes.	pants-fire
https://www.politifact.com/factchecks/2010/oct/19/john-raese/john-raese-says-health-care-law-forces-patients-go/	"John Raese-Under the new health care law, ""the first person (a) patient has to go to is a bureaucrat. That is called a panel."	pants-fire
https://www.politifact.com/factchecks/2010/oct/18/jennifer-carroll/jennifer-carroll-says-rick-scott-has-no-ties-lobby/	"Jennifer Carroll-Rick Scott ""doesn't have any ties to a lobbyist."	pants-fire
https://www.politifact.com/factchecks/2010/oct/18/christine-odonnell/christine-odonnell-says-she-hasnt-run-negative-ad/	Christine O'Donnell-We haven't yet taken out a negative ad.	pants-fire
https://www.politifact.com/factchecks/2010/oct/17/rebecca-kleefisch/republican-rebecca-kleefisch-says-democrat-tom-bar/	"Rebecca Kleefisch-Says ""Tom Barrett supports a government takeover of our health care"	pants-fire
https://www.politifact.com/factchecks/2010/oct/14/christine-odonnell/christine-odonnell-claims-chris-coons-has-marxist-/	"Christine O'Donnell-Chris Coons has ""Marxist beliefs."	pants-fire
https://www.politifact.com/factchecks/2010/oct/14/national-republican-congressional-committee/republicans-say-stimulus-bill-supported-us-rep-ste/	"National Republican Congressional Committee-Says Steve Kagen ""promised us jobs, voting for the $787 billion stimulus. Cost: another 77,000 jobs lost."	pants-fire
https://www.politifact.com/factchecks/2010/oct/11/future-pac-oregon-house-democrats/house-democrats-say-matt-wand-cut-police-voted-slu/	Future PAC (Oregon House Democrats)-Say Matt Wand cut Troutdale police, created a slush fund for himself.	pants-fire
https://www.politifact.com/factchecks/2010/oct/08/jill-chambers/candidate-state-house-said-her-rival-took-money-in/	Jill Chambers-Says campaign contributions to her rival for a state House seat was money intended for schoolchildren.	pants-fire
https://www.politifact.com/factchecks/2010/oct/06/lynn-howe/lynn-howe-says-sal-esquivel-wants-tax-milk-bread-e/	Lynn Howe-Says Sal Esquivel wants a 5 percent state sales tax on groceries.	pants-fire
https://www.politifact.com/factchecks/2010/oct/03/tom-barrett/democratic-governor-candidate-tom-barrett-says-hea/	"Tom Barrett-Says ""the headlines … tell the story"" of how Walker has ""mismanaged"" Milwaukee County"	pants-fire
https://www.politifact.com/factchecks/2010/oct/01/lone-star-first/lone-star-first-funded-democratic-governors-associ/	"Lone Star First-Rick Perry thinks ""injecting 11- and 12-year-old girls with a controversial drug (the HPV vaccine), without a parent's consent, is a good idea."	pants-fire
https://www.politifact.com/factchecks/2010/oct/01/zack-space/space-forgets-mention-food-stamp-cuts-letter-anti-/	Zack Space-A bill to save teacher jobs is completely paid for by closing corporate tax loopholes.	pants-fire
https://www.politifact.com/factchecks/2010/oct/01/chain-email/e-mail-claims-defazio-wants-tax-transactions/	"Chain email-Peter DeFazio ""will sneak in a 1 percent tax on all banking transactions."	pants-fire
https://www.politifact.com/factchecks/2010/sep/29/mark-belling/mark-belling-says-sen-russ-feingold-faked-his-tv-a/	"Mark Belling-Says the Feingold garage ad ""is a fake: He’s not standing in front of his house."	pants-fire
https://www.politifact.com/factchecks/2010/sep/28/jd-alexander/solar-panels-make-far-more-energy-they-require/	J.D. Alexander-It takes as much energy to make a solar panel as it likely generates in its entire life.	pants-fire
https://www.politifact.com/factchecks/2010/sep/27/steve-kagen/us-rep-steve-kagen-says-opponent-reid-ribble-wants/	Steve Kagen-Politician Reid Ribble wants to phase out Social Security, forcing Wisconsin seniors to fend for themselves.	pants-fire
https://www.politifact.com/factchecks/2010/sep/24/allen-west/allen-west-says-he-has-clearance-even-president-un/	Allen West-If you look at the application for a security clearance, I have a clearance that even the president of the United States cannot obtain because of my background.	pants-fire
https://www.politifact.com/factchecks/2010/sep/24/nancy-pelosi/nancy-pelosi-cites-john-boehner-saying-gop-plans-r/	"Nancy Pelosi-Says John Boehner ""admits 'we are not going to be any different than we’ve been' "" by returning to ""the same failed economic policies"" that ""wrecked our economy."	pants-fire
https://www.politifact.com/factchecks/2010/sep/24/delia-lopez/delia-lopez-says-earl-blumenauer-trying-track-amer/	"Delia Lopez-A bill by Earl Blumenauer would ""mandate GPS tracking devices on all our vehicles."	pants-fire
https://www.politifact.com/factchecks/2010/sep/24/charlie-crist/rowing-institute-earmark-center-new-charlie-crist-/	"Charlie Crist-Marco Rubio tried to insert ""$1.5 million for a rowing institute"" into the state budget."	pants-fire
https://www.politifact.com/factchecks/2010/sep/24/republican-governors-association/gop-said-candidate-roy-barnes-fought-give-illegal-/	"Republican Governors Association-Candidate for governor Roy Barnes has been ""fighting hard"" to let illegal immigrants vote."	pants-fire
https://www.politifact.com/factchecks/2010/sep/22/tom-barrett/tom-barrett-says-milwaukee-violent-crime-lowest-po/	Tom Barrett-Under Tom Barrett’s leadership, violent crime in Milwaukee has decreased by over 20% -- to its lowest levels in more than 20 years.	pants-fire
https://www.politifact.com/factchecks/2010/sep/21/michele-bachmann/michele-bachmann-accuses-nancy-pelosi-spending-100/	Michele Bachmann-Speaker Pelosi ... has been busy sticking the taxpayer with her $100,000 bar tab for alcohol on the military jets that she's flying.	pants-fire
https://www.politifact.com/factchecks/2010/sep/20/betty-sutton/betty-sutton-campaign-claims-tom-ganley-wants-cut-/	Betty Sutton-Ganley said that if elected, he wants to ‘cut the dickens’ out of Social Security, Medicare and Veterans’ benefits.	pants-fire
https://www.politifact.com/factchecks/2010/sep/20/russ-feingold/russ-feingold-says-hes-been-outspent-opponents-eve/	Russ Feingold-I've been outspent by my opponents every time I've run for U.S. Senate.	pants-fire
https://www.politifact.com/factchecks/2010/sep/17/allen-west/Allen-West-Ron-Klein-repeatedly-voted-amnesty/	"Allen West-Ron Klein ""repeatedly voted in favor of amnesty for illegal immigrants."	pants-fire
https://www.politifact.com/factchecks/2010/sep/17/rick-scott/rick-scott-says-stimulus-create-single-private-job/	Rick Scott-The stimulus has not created one private sector job.	pants-fire
https://www.politifact.com/factchecks/2010/sep/16/rob-portman/rob-portman-cites-remarks-pro-stimulus-economist-p/	"Rob Portman-Says a ""Pro-Stimulus economist admits it is not working … "	pants-fire
https://www.politifact.com/factchecks/2010/sep/10/democratic-congressional-campaign-committee/democratic-congressional-campaign-committee-says-s/	Democratic Congressional Campaign Committee-Sean Duffy backed plan to privatize Social Security.	pants-fire
https://www.politifact.com/factchecks/2010/sep/10/peter-kilmartin/kilmartin-says-fernandez-didnt-prosecute-mayors-br/	Peter Kilmartin-When the mayor of Providence's brother wrote over 100 grand in bad checks to the city, Joe Fernandez didn't have the guts to prosecute him. He let him off the hook.	pants-fire
https://www.politifact.com/factchecks/2010/sep/08/jan-brewer/gov-jan-brewer-talks-beheadings-th-arizona-desert/	Jan Brewer-Our law enforcement agencies have found bodies in the desert, either buried or just lying out there, that have been beheaded.	pants-fire
https://www.politifact.com/factchecks/2010/sep/08/blog-posting/lindsey-graham-endorses-charlie-crist-talk-spreads/	Bloggers-Lindsey Graham endorsed Charlie Crist for U.S. Senate.	pants-fire
https://www.politifact.com/factchecks/2010/sep/07/kevin-boyce/ohio-treasurer-kevin-boyce-takes-credit-creating-a/	Kevin Boyce-Our most important work has been creating and retaining almost 55,000 Ohio jobs.	pants-fire
https://www.politifact.com/factchecks/2010/sep/03/barbara-boxer/sen-barbara-boxer-says-condoleezza-rice-didnt-know/	Barbara Boxer-I asked (then-Secretary of State Condoleezza Rice) how many people had died and she did not know the answer to that question.	pants-fire
https://www.politifact.com/factchecks/2010/sep/03/john-lombardi/lombardi-says-he-donates-80-85-percent-his-campaig/	John Lombardi-80 to 85 percent of my campaign funds go to donations to various organizations throughout the City of Providence.	pants-fire
https://www.politifact.com/factchecks/2010/aug/27/glenn-beck/glenn-back-claims-government-is-trying-to-close-Li/	Glenn Beck-The government is trying to now close the Lincoln Memorial for any kind of large gatherings.	pants-fire
https://www.politifact.com/factchecks/2010/aug/26/18-percent-american-public/obama-muslim-no-hes-not-evidence-has-not-changed/	18% of the American public-President Obama is a Muslim.	pants-fire
https://www.politifact.com/factchecks/2010/aug/23/chain-email/health-care-law-sales-tax-home-sales-no/	"Chain email-Under the new health care law, ""all real estate transactions will be subject to a 3.8% Sales Tax"	pants-fire
https://www.politifact.com/factchecks/2010/aug/22/rick-perry/rick-perry-says-bill-white-refuses-debate/	Rick Perry-Says Bill White is refusing to debate.	pants-fire
https://www.politifact.com/factchecks/2010/aug/16/courtney-combs/state-rep-courtney-combs-says-phoenix-no-2-kidnapp/	"Courtney Combs-Phoenix, Ariz., is the No. 2 kidnapping capital of the world.""  "	pants-fire
https://www.politifact.com/factchecks/2010/aug/13/bob-gibbs/state-sen-bob-gibbs-claims-cap-and-trade-passed-ho/	"Bob Gibbs-Cap and trade legislation that Zack Space supported ""would cost the average household approximately $1,761 per year in increased energy rates."	pants-fire
https://www.politifact.com/factchecks/2010/aug/05/chain-email/e-mail-sends-readers-youtube-video-where-obama-adm/	Chain email-Obama admits he is not a citizen.	pants-fire
https://www.politifact.com/factchecks/2010/aug/05/bill-oneill/bill-oneill-accuses-rep-steve-latourette-trying-ra/	Bill O'Neill-In recent years, Rep. LaTourette has sponsored legislation that would increase spending by 551.6 percent.	pants-fire
https://www.politifact.com/factchecks/2010/aug/04/sarah-palin/sarah-palin-said-democrats-planning-largest-tax/	Sarah Palin-Democrats are poised now to cause this largest tax increase in U.S. history.	pants-fire
https://www.politifact.com/factchecks/2010/aug/04/randy-neugebauer/lawmaker-claims-democrats-want-hit-small-businesse/	Randy Neugebauer-Ninety-four percent of small businesses will face higher taxes under the Democrats' plan.	pants-fire
https://www.politifact.com/factchecks/2010/aug/02/preston-smith/olens-deserves-some-blame-immigration-ruling-oppon/	Preston Smith-We have my opponent Sam Olens to thank for [the Arizona immigration ruling] since he was on the team that got Clinton elected.	pants-fire
https://www.politifact.com/factchecks/2010/jul/30/chain-email/e-mail-says-obama-had-have-been-traveling-another-/	Chain email-When Obama went to Pakistan in 1981, he could not have been traveling as a U.S. citizen.	pants-fire
https://www.politifact.com/factchecks/2010/jul/30/chain-email/e-mail-claims-obamas-college-transcripts-reveal-in/	Chain email-A transcript released by Occidental College proves that Barack Obama was an Indonesian citizen.	pants-fire
https://www.politifact.com/factchecks/2010/jul/30/chain-email/e-mail-claims-supreme-court-agreed-rule-obamas-cit/	Chain email-Justice Antonin Scalia agreed for the Supreme Court to hear a case about whether Barack Obama is eligible to be President.	pants-fire
https://www.politifact.com/factchecks/2010/jul/30/chris-carpenter/barnes-campain-says-former-governor-not-invited-ob/	"Chris Carpenter-Nobody’s invited us"" to the Obama events in Atlanta."	pants-fire
https://www.politifact.com/factchecks/2010/jul/29/bill-mccollum/negative-campaigning-not-me-says-bill-mccollum/	Bill McCollum-There's no negative advertising in my campaign at all.	pants-fire
https://www.politifact.com/factchecks/2010/jul/26/melanie-crozier/abortion-group-says-gop-gubernatorial-hopeful-kare/	"Melanie Crozier-Karen Handel ""would have felt like it was OK to go in and abort"" Sarah Palin's son Trig, who has Down syndrome."	pants-fire
https://www.politifact.com/factchecks/2010/jul/21/russell-pearce/immigration-law-author-claims-60-percent-arizona-h/	"Russell Pearce-Sixty percent of the Hispanics"" support the Arizona immigration law"	pants-fire
https://www.politifact.com/factchecks/2010/jul/20/john-loughlin/loughlin-says-carrying-drugs-price-people-have-pay/	"John Loughlin-Transporting drugs ""is the price of admission"" for people crossing the border illegally."	pants-fire
https://www.politifact.com/factchecks/2010/jul/19/rick-perry/governor-rick-perry-says-hes-never-fielded-phone-c/	Rick Perry-We don't get a lot of calls from this White House… I have, frankly, never had a call from them.	pants-fire
https://www.politifact.com/factchecks/2010/jul/12/bill-white/white-citing-available-schedule-says-perry-far-and/	Bill White-Says Gov. Rick Perry is “by far and away the highest-paid state employee on an hourly basis.”	pants-fire
https://www.politifact.com/factchecks/2010/jul/11/steve-archambault/archambault-says-blue-cross-headquarters-has-30000/	"Stephen Archambault-Blue Cross headquarters has ""a $30,000 granite table."	pants-fire
https://www.politifact.com/factchecks/2010/jun/28/bill-lynch/Bill-Lynch-campaign-claims-Blue-Cross-spent/	"Bill Lynch-Blue Cross’ new $90-million Providence headquarters ""was outfitted with $25 million in decor."	pants-fire
https://www.politifact.com/factchecks/2010/jun/27/vernon-jones/congressman-quiet-marta-jones-says/	Vernon Jones-Four years as a congressman, he [U.S. Rep. Hank Johnson] never talked about MARTA.	pants-fire
https://www.politifact.com/factchecks/2010/jun/25/rick-scott/bill-mccollum-and-his-supposed-planned-parenthood-/	Rick Scott-Bill McCollum has accepted thousands from lobbyists for Planned Parenthood.	pants-fire
https://www.politifact.com/factchecks/2010/jun/25/michael-j-gardiner/gardiner-says-langevin-opposed-us-mexican-border-f/	"Michael J. Gardiner-U.S. Rep. Jim Langevin didn't want a border fence to block illegal immigration ""because he is afraid that someone will get hurt trying to go around the fence."	pants-fire
https://www.politifact.com/factchecks/2010/jun/23/ed-schultz/ed-schultz-says-mcchrystal-was-obama-problem-inher/	"Ed Schultz-With his decision on whether to fire Gen. Stanley McChrystal, President Obama ""has to fix yet another problem he inherited from the Bush administration."	pants-fire
https://www.politifact.com/factchecks/2010/jun/18/rick-barber/alabama-congressional-candidate-rick-barbers-gathe/	Rick Barber-Without representation, (the IRS) can increase taxes.	pants-fire
https://www.politifact.com/factchecks/2010/jun/17/jim-demint/demint-says-94-percent-bills-are-passed-unanimousl/	Jim DeMint-Ninety-four percent of the bills that pass the Senate have no debate, no vote, no amendments, no reading of the bill, no online disclosure.	pants-fire
https://www.politifact.com/factchecks/2010/jun/16/karen-handel/did-handel-ever-joing-log-cabin-republicans/	Karen Handel-Says she was never a  member of the Georgia Log Cabin Republicans.	pants-fire
https://www.politifact.com/factchecks/2010/jun/15/roy-barnes/barnes-suggests-mining-state-capitol-education-gol/	Roy Barnes-Georgia could get money for schools by scraping “the gold off the gold dome” of the state Capitol.	pants-fire
https://www.politifact.com/factchecks/2010/jun/10/chain-email/w-2-tax-forms-hr-3590-health-insurance-pay-taxes/	"Chain email-Starting in 2011, ""you will be required to pay taxes"" on ""the value of whatever health insurance you are given by the company."	pants-fire
https://www.politifact.com/factchecks/2010/jun/10/chain-email/chain-e-mail-claims-muslims-will-be-majority-us-20/	Chain email-In 20 years there will be enough Muslim voters in the U.S. to elect the president by themselves.	pants-fire
https://www.politifact.com/factchecks/2010/jun/08/blog-posting/obama-rumored-be-video-whoomp-there-it/	Bloggers-Barack Obama appeared in the video for 'Whoomp! (There it is!)'	pants-fire
https://www.politifact.com/factchecks/2010/jun/08/rick-perry/gov-perry-says-democrat-bill-white-sent-president-/	Rick Perry-My opponent in November of 2008 sent a missive to the White House, to President Obama-elect, and said, 'Here's how you need to sell cap-and-trade to the American people.' 	pants-fire
https://www.politifact.com/factchecks/2010/jun/07/dan-fanelli/fanellis-video-suggests-obamacare-will-cut-treatme/	"Dan Fanelli-Under the new health care law, the elderly will be denied care when they have ""passed the age limit for treatment."	pants-fire
https://www.politifact.com/factchecks/2010/jun/04/carly-fiorina/fiorina-attacks-boxer-caring-more-about-weather-te/	"Carly Fiorina-Barbara Boxer's worried about the weather"" instead of terrorism as the biggest threat to national security."	pants-fire
https://www.politifact.com/factchecks/2010/may/26/boyd-richie/la-bonne-vie-democratic-chairman-says-perry-living/	Boyd Richie-Says Gov. Rick Perry is “spending Texans’ hard-earned money to live like Louie XIV.”	pants-fire
https://www.politifact.com/factchecks/2010/may/23/bill-white/white-says-taxpayers-paid-perry-fly-texas-deliveri/	Bill White-“In three days last week, (Gov. Rick) Perry flew to five cities at taxpayers’ expense, holding press conferences, delivering $2,325,000 in checks.”	pants-fire
https://www.politifact.com/factchecks/2010/may/14/michael-savage/michael-savage-says-kagan-marxist/	"Michael Savage-Elena Kagan is ""a New York City radical, Marxist lawyer through and through."	pants-fire
https://www.politifact.com/factchecks/2010/may/14/ed-schultz/schultz-claims-landrieu-got-18-million-bp-pac-and-/	Ed Schultz-Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade.	pants-fire
https://www.politifact.com/factchecks/2010/may/11/florida-democratic-party/florida-dems-bill-mccollum-subprime-mortgage/	Florida Democratic Party-McCollum admitted he didn't think that the subprime mortgage crisis was a big deal, telling reporters he thought that the subprime collapse had been exaggerated by the media and investors and that 'it's not the end of the world.' 	pants-fire
https://www.politifact.com/factchecks/2010/may/05/jd-hayworth/rival-says-hes-forced-john-mccain-drop-amnesty-ill/	J.D. Hayworth-Up until two weeks ago, John McCain was a leading proponent of amnesty. Now with me challenging him, suddenly he has changed.	pants-fire
https://www.politifact.com/factchecks/2010/apr/27/bill-oreilly/oreilly-says-no-one-fox-raised-issue-jail-time-not/	Bill O'Reilly-We researched to find out if anybody on Fox News had ever said you're going to jail if you don't buy health insurance. Nobody's ever said it.	pants-fire
https://www.politifact.com/factchecks/2010/apr/26/charlie-justice/bill-young-jack-abramoff-charlie-justice/	Charlie Justice-Links jailed lobbyist Jack Abramoff to Rep. C.W. Bill Young.	pants-fire
