CHANNEL_ID,CHANNEL_TITLE,CHANNEL_VIEWS,COUNTRY,RELEVANCE,SUBS,CHANNEL_LIFETIME_DAILY_VIEWS,CHANNEL_LIFETIME_DAILY_VIEWS_RELEVANT,CHANNEL_VIDEO_VIEWS,RELEVANT_IMPRESSIONS_DAILY,RELEVANT_IMPRESSIONS_IN_DAILY,VIDEO_VIEWS_DAILY,RELEVANT_VIDEO_VIEWS_DAILY,AVG_MINUTES,FROM_DATE,TO_DATE,LR,TAGS,IDEOLOGY,MEDIA,LOGO_URL
UCVD6kK-I5NodC1s-JMeuYPw,Guardian Live,24340390,,1,56500,8873.383857,8873.383857,24295325,2262.638215243,16257.805484229,8169.187027027,8169.187027027,35.601852,2014-10-15T00:00:00.0000000Z,2022-04-14T00:00:00.0000000Z,L,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/ytc/AKedOLQRwyNIf5UeVgBl-1lJNNH_z7yN3UbdjrKQWVOGmA=s88-c-k-c0x00ffffff-no-rj
UCgaZ4TeWJ4p8LPM5_3bTy8w,Amazing Word Ministries,8857982,,0.8,46100,3016.987346,3016.987346,9060013,2052.409851848,496.683754819,5932.836756757,4746.269405405,24.301420,2014-02-22T00:00:00.0000000Z,2022-05-14T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLSQB94p_EL6A2uLoQcAg7poT7UGSGM_PNEvZDl7=s88-c-k-c0x00ffffff-no-rj
UClCJ4KEsWkhzvvxftRf0FYw,Paul Weston,2190816,GB,1,54900,908.040180,908.040180,2214710,6174.401119168,241.267381272,1227.086486486,1227.086486486,8.333333,2015-08-02T00:00:00.0000000Z,2022-04-06T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AKedOLRePPmWopHRIB9yWfhm3vNTzDszzBh0ZhQp0KLD_A=s88-c-k-c0x00ffffff-no-rj
UCnCUOl0k7asaZyNtl68EasA,The Vigilant One,3032286,,1,228000,2092.605748,2092.605748,3858765,529.671064735,15.391203096,430.578378378,430.578378378,21.101449,2016-10-27T00:00:00.0000000Z,2021-11-14T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLQIo3-miZlGB-alalWV4yG9t9my5UGmWHGBoDJ70A=s88-c-k-c0x00ffffff-no-rj
UC5tzTmPEue1OMqkT9CIAP0g,The Village Church - Flower Mound,14097483,US,0.8,110000,3138.733155,3138.733155,14114883,8653.486872231,8323.895824681,5619.155675676,4495.324540541,25.997727,2010-01-15T00:00:00.0000000Z,2022-05-09T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""PartisanRight"",
  ""ReligiousConservative""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/CZ4U0ze4cR_AK_3ILWltTA2FyRiGPGfE1squyH6T1ex-NqgB2ig-pPrLyLU0QzBaSCL6Rf9gzhY=s88-c-k-c0x00ffffff-no-rj
UCT5KWZpslhrYKBhdCUUzr1Q,The Pholosopher,1140805,US,1,29300,529.446966,529.446966,1143076,1085.470181503,182.767908148,696.869189189,696.869189189,35.671875,2016-06-14T00:00:00.0000000Z,2022-05-13T00:00:00.0000000Z,R,"[
  ""Libertarian""
]",Libertarian,YouTube,https://yt3.ggpht.com/ytc/AKedOLSo653yz5-xHbrzf97TtsdjDyOA79oL8fLJySfcJw=s88-c-k-c0x00ffffff-no-rj
UC7eWRnOTyqua812sDXGqiqw,Dame Pesos,17106593,US,1,66800,9134.579557,9134.579557,17337432,34138.366742231,5463.182938168,7825.708108108,7825.708108108,13.757895,2015-08-23T15:19:31.0000000Z,2020-11-02T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""PartisanRight""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLSQxPbewknaiZUuycZwwJQeSPOUOlcamxeGEuexyg=s88-c-k-c0x00ffffff-no-rj
UCfpGXdit6pfo1y0eebM6CAQ,Stace Zimmerman,9448,US,0.9,22800,9.111421,9.111421,9813,17.949989053,4.741692529,10.025945946,9.023351351,5.695652,2019-05-14T00:00:00.0000000Z,2022-04-25T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLQpLb211D7ULKDY80ISqC7bcMLa9KIO46v-VCj9=s88-c-k-c0x00ffffff-no-rj
UC3q-ByZ2eoOikcEiajMYXXA,Israeli News Live,81202058,US,1,391000,23715.502049,23715.502049,92585320,66594.653873438,5828.270894737,31784.591351351,31784.591351351,18.801031,2011-08-30T00:00:00.0000000Z,2022-05-08T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLRm2O1GWJ4lKrkZTqNfmwvmbXjk7V8IJK8TyTwUYQ=s88-c-k-c0x00ffffff-no-rj
UC41M8ZcIBLvEH_O3O6qMUAg,The Superior Word,1555448,US,1,25200,1065.725903,1065.725903,4101979,1942.210625351,953.154615261,1180.616216216,1180.616216216,50.825736,2011-10-28T00:00:00.0000000Z,2022-05-12T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLQxxRfAAELMM7tmyv2c6-zKIFlxNkEn_gSvnsmtog=s88-c-k-c0x00ffffff-no-rj
UCGkNNoNqp56kIkDlgB-bL_w,Louis Ray,15535053,GB,0.8,18400,4983.063803,4983.063803,15542176,5.926380394,14.969943485,2503.753513514,2003.002810811,5.966667,2010-11-03T00:00:00.0000000Z,2019-05-19T00:00:00.0000000Z,C,[],Unclassified,YouTube,https://yt3.ggpht.com/ytc/AKedOLQ6O1t2tsZ6xsABTTCwin5cnVDicMT7ACc_9oTGPg=s88-c-k-c0x00ffffff-no-rj
UCSPdUOehW2dHVaY33aTfGTA,Micah Curtis,4533732,US,0.8,18100,1013.640240,1013.640240,4564422,423.913068879,406.614300866,467.638918919,374.111135135,26.579934,2010-01-12T00:00:00.0000000Z,2022-05-12T00:00:00.0000000Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLTnOsMrL2Kda1ep91fZnr9nDqb9Y2pI4Kmi462JLQ=s88-c-k-c0x00ffffff-no-rj
UCfyWB_cTvCBWau8mFcMnJkQ,The Thaiger,39567255,SG,0.85,109000,9616.554369,9616.554369,39620204,69422.58939001,39178.327378739,35658.394594595,30309.635405405,8.776139,2011-02-01T00:00:00.0000000Z,2022-05-14T00:00:00.0000000Z,C,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/ytc/AKedOLQ6_-s9msnvSgjIPd8v406BgMC2SzCs5gzVXYPe1w=s88-c-k-c0x00ffffff-no-rj
UC41VQF08gjJGz5tYyp5ezfw,FACEandLMS,7283004,GB,0.95,44400,2530.736242,2530.736242,7771891,3067.265949394,1588.144007055,2520.059459459,2394.056486486,71.702703,2013-03-09T00:00:00.0000000Z,2021-08-05T00:00:00.0000000Z,R,"[
  ""MRA""
]",MRA,YouTube,https://yt3.ggpht.com/ytc/AKedOLRqZU8H6qnyZxzGQhd7LpkcWIvUwODXNCG5eLN_3g=s88-c-k-c0x00ffffff-no-rj
UCHQA4Y7S0PInG9Ny3VAoLlQ,The Real Truth Movement,9453193,US,1,17700,3201.343718,3201.343718,9453568,10.246905686,0.1013610919,288.424864865,288.424864865,9.564972,2013-04-16T00:00:00.0000000Z,2021-05-17T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLSYxllJBYXY6mgn6FxRfHNEalatLfV8V1e-IUn9LA=s88-c-k-c0x00ffffff-no-rj
UCfPhM5P-BJCR8vRSPCdtXoQ,Alliance Defending Freedom,62598316,US,1,34700,17424.453585,17424.453585,62693184,213768.11220419,53403.5992032,60289.692972973,60289.692972973,6.633803,2012-07-07T00:00:00.0000000Z,2022-05-14T00:00:00.0000000Z,R,"[
  ""MissingLinkMedia"",
  ""PartisanRight"",
  ""ReligiousConservative""
]",Religious Conservative,Missing Link Media,https://yt3.ggpht.com/ytc/AKedOLRLBxYAYGwSTMJvBacs-TCVRZsGJccXFU3goZxT_g=s88-c-k-c0x00ffffff-no-rj
UC9TR96dJYWccqjqNWjF7eqQ,Sirius Mindz,3360584,US,0.9,41000,1426.709759,1426.709759,3377022,3856.343163419,1213.555489276,1987.290810811,1788.56172973,52.910670,2015-11-19T00:00:00.0000000Z,2022-05-13T00:00:00.0000000Z,C,"[
  ""Black"",
  ""SocialJustice""
]",Black,YouTube,https://yt3.ggpht.com/ytc/AKedOLTBumEWb9bMkoEDo9EpQixdeO-h3Etf_6_8KDqs-A=s88-c-k-c0x00ffffff-no-rj
UCnHXmyuAUm9eBR27NMDsSzQ,Newsbroke,5158230,US,1,67400,3488.870771,3488.870771,5156551,99.879688573,240.976408663,413.869189189,413.869189189,6.650000,2016-08-26T18:33:27.0000000Z,2020-09-12T00:00:00.0000000Z,L,"[
  ""PartisanLeft"",
  ""SocialJustice""
]",Social Justice,YouTube,https://yt3.ggpht.com/ytc/AKedOLSc6DFJf8iPnS8K_tNENO-WhqIdGbRKO4SLX_VZOg=s88-c-k-c0x00ffffff-no-rj
UCa7SbIMVl5UHycxUbHOpmow,Hagee Ministries,34687461,US,0.9,374000,15306.428010,15306.428010,50603051,73485.398550049,146401.846432077,44196.991351351,39777.292216216,51.267327,2013-04-23T00:00:00.0000000Z,2022-05-12T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AKedOLSxkZJZM5C_3cPtp9F1-ge2ie39FYh1Qsy7tBoW5AM=s88-c-k-c0x00ffffff-no-rj
UCxsJStLRsQHzjDKSyMcIcFQ,Dinar Chat Voted #1 by Dinarians,4386155,US,0.9,19500,2414.998305,2414.998305,4274547,1714.704385067,765.388571834,1295.235675676,1165.712108108,51.290264,2016-09-22T00:00:00.0000000Z,2021-07-28T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""QAnon""
]",QAnon,YouTube,https://yt3.ggpht.com/ytc/AKedOLRj-t68irC--mUkjHeOxab0b90Kpu_eEkRc_xm8Cw=s88-c-k-c0x00ffffff-no-rj
UCL16LMZv-kPbwArXZJJP7fQ,Invess News,21034,JP,1,34800,81.220077,81.220077,21036,72.000398638,12.675131924,22.744864865,22.744864865,16.966667,2020-08-08T00:00:00.0000000Z,2021-04-24T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""PartisanRight""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLT3pjbQ6DXN19ddjulN4cXDH8RsCTMYkZ1yWy68ag=s88-c-k-c0x00ffffff-no-rj
UCLJkNhB1Eg_mXx0quUju0Og,That Guy T,4258007,,1,90500,1584.621867,1584.621867,3666815,84.855174865,35.701954519,13.357837838,13.357837838,13.368421,2014-02-12T00:00:00.0000000Z,2020-06-14T00:00:00.0000000Z,R,"[
  ""Libertarian""
]",Libertarian,YouTube,https://yt3.ggpht.com/a/AATXAJzhoJBuGaUZVHZguSUDX10H2dU9LTiVFqd5EzTKWMI=s88-c-k-c0xffffffff-no-rj-mo
UC5aNPmKYwbudeNngDMTY3lw,BNN Bloomberg,8589735,CA,0.85,41300,3062.630396,3062.630396,8584553,7181.773762941,13898.479054947,4634.004324324,3938.903675676,7.532168,2014-09-09T00:00:00.0000000Z,2022-05-13T00:00:00.0000000Z,C,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/ytc/AKedOLSYQjmKa1YMK_zO5OgvTURkSjWRgy57b-XlErAnGA=s88-c-k-c0x00ffffff-no-rj
UCIaH-gZIVC432YRjNVvnyCA,Chris Williamson,42333098,GB,1,378000,28396.439342,28396.439342,41430405,184710.510500592,308015.309858408,43236.034594595,43236.034594595,47.063158,2018-05-16T19:55:07.0000000Z,2022-05-14T00:00:00.0000000Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLQDuAumVzZfz5HFr22y11QAU3fFFDpkSW4AvNiw4w=s88-c-k-c0x00ffffff-no-rj
UCjkHf8gtv5gIyxiOkZ_6d6g,Content Over Everything,27379634,GB,1,58200,13675.560332,13675.560332,27993872,1538.538561286,1187.205933317,4970.782702703,4970.782702703,40.222658,2016-08-02T00:00:00.0000000Z,2022-03-11T00:00:00.0000000Z,C,[],Unclassified,YouTube,https://yt3.ggpht.com/ytc/AKedOLTTP4irJxzGb3-3NQwBphqxUS82o2u_nVDuxZL0=s88-c-k-c0x00ffffff-no-rj
UC3J1M68KAh9Si4FrDHnrSJQ,VictoryIndependence,4247319,,0.85,12200,1341.897946,1341.897946,4247107,1.286689329,0.4453208719,10.273513514,8.732486486,14.030303,2009-04-03T00:00:00.0000000Z,2017-12-02T00:00:00.0000000Z,R,"[
  ""Libertarian""
]",Libertarian,YouTube,https://yt3.ggpht.com/ytc/AKedOLRQdVAt1M19JF8M-pa1q49OvC-GlgGQnWgLeCdn=s88-c-k-c0x00ffffff-no-rj
UCmzAvLjPYUfY0ELVz-TOPbw,Dartmouth,25674647,US,0.95,79600,5121.546001,5121.546001,25551393,1341.935093077,16000.881370087,12135.381621622,11528.612540541,33.955246,2008-09-14T00:00:00.0000000Z,2022-05-13T00:00:00.0000000Z,C,"[
  ""Educational"",
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/ytc/AKedOLS4ezGZdIbLOsPwLUlPtq-7oVB9lmJD6KarEY0bUg=s88-c-k-c0x00ffffff-no-rj
UClFE0KTVxyOB7lpZ-JdD1Rw,Sarah Cain,1215482,US,1,18700,771.392031,771.392031,1200286,2722.848468876,343.333394532,725.077837838,725.077837838,23.991247,2018-02-07T09:21:20.0000000Z,2022-05-13T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""PartisanRight""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/5k8SGenpDqUtotxGSFOiUHxI-p8cmGkv_wDK0dSM_Dl_OTBot2z_47P1hzBFTFWKCz7PSPxCKQ=s88-c-k-c0x00ffffff-no-rj
UCCtRG56tdH2yFJ_mWd5pDyA,"O&A, R&F, TESD and Scorch Archive",46766421,,0.9,32300,38061.759967,38061.759967,46777903,48.863742548,213.901115532,7673.64972973,6906.284756757,47.618408,2012-12-18T00:00:00.0000000Z,2016-04-30T00:00:00.0000000Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLQo4BfAC_Lx5NXeOBo4PSJJG5s79aCR6eA8J--yEg=s88-c-k-c0x00ffffff-no-rj
UCHbq_l1qnuomfJCYQTsWf_Q,Motivation Madness,251440881,CA,0.9,3020000,86575.456134,86575.456134,252627181,79291.160378598,252778.33403054,144373.623783784,129936.261405405,18.595000,2014-05-13T00:00:00.0000000Z,2022-05-09T00:00:00.0000000Z,C,"[
  ""AntiSJW"",
  ""Educational""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLRau1zym_oL4UL-qSWekt550XZp4HqVLRsWWGYBmw=s88-c-k-c0x00ffffff-no-rj
UCuLtfW4UY3IBYeFh6a_q9Kw,GeekyCreativity,670565,IS,0.9,26100,297.000000,297.000000,670626,1.045330317,0.8574759924,31.014054054,27.912648649,6.000000,2014-05-08T00:00:00.0000000Z,2020-07-13T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AKedOLRMrvueOnsNkhhc_PCkb_aj2zPuzfsDUh7reHwl=s88-c-k-c0x00ffffff-no-rj
UC8-LhLmfkg0KStfM5qUuhyw,WoodwardTV,69992294,US,0.95,453000,32409.179298,32409.179298,70133464,19674.092126424,7736.395466768,21001.36972973,19951.301243243,15.216837,2016-06-08T00:00:00.0000000Z,2022-05-12T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLRJIvOssgAjlLW5HzzdsvljkzAwQq0GQWstWW2R6g=s88-c-k-c0x00ffffff-no-rj
UCBVNKm1LF1FtsYUvAUfAK4Q,Shema-ministries Jerusalem,1034465,IL,0.95,14100,784.313116,784.313116,1034509,21.163930797,159.089264986,34.883243243,33.139081081,12.297619,2017-04-09T06:59:16.0000000Z,2020-11-18T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AAUvwngZV1kpnshewcAV_029QfOlFRwouFpdHruUJXuT=s88-c-k-c0x00ffffff-no-rj
UCcjX483N0jRI3qznYU0w3pg,AaronClarey,41593043,US,1,88400,8808.061683,8808.061683,41124840,44867.821892008,30315.652191264,16413.83027027,16413.83027027,16.976807,2009-07-31T00:00:00.0000000Z,2022-05-13T00:00:00.0000000Z,R,"[
  ""MRA""
]",MRA,YouTube,https://yt3.ggpht.com/ytc/AKedOLQelHjIPUHoh_2gc85etLc9JnSaxqRpNmzg1Xd6=s88-c-k-c0x00ffffff-no-rj
UCWdRz6vhS4LhTpozVuBIdow,SupernaturalTVShow,3569998,,0.85,10500,5123.377331,5123.377331,3570994,5.405778403,3.210884865,126.107027027,107.190972973,3.742424,2011-08-10T00:00:00.0000000Z,2013-07-07T00:00:00.0000000Z,C,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLTEN4M1dWRi6M-GbiSFwoyITaH_VZj6lyCq2EhM=s88-c-k-c0x00ffffff-no-rj
UCBvLg6mUT9sN6Oc_pFsxucw,Judo Johnny,5058199,US,1,27200,2539.229648,2539.229648,5053067,1044.727048279,441.220621978,2283.779459459,2283.779459459,11.123457,2016-11-28T00:00:00.0000000Z,2022-05-11T00:00:00.0000000Z,R,"[
  ""Libertarian""
]",Libertarian,YouTube,https://yt3.ggpht.com/ytc/AKedOLSFoRJHQ1c2yRc8uECicNcryyS8QI3qNTfyibNGDw=s88-c-k-c0x00ffffff-no-rj
UCIr4vkCsn0tdTW2xZ1jRG1g,Liberal Hivemind,57267185,,1,938000,405576.485804,405576.485804,385703238,1357949.10432561,83799.719577935,412990.794594595,412990.794594595,9.269912,2019-10-06T00:00:00.0000000Z,2022-05-14T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""PartisanRight""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLRtMjZZVvr1pYRYWZ1HEUcBknUHIGuaPDMxaR0oRQ=s88-c-k-c0x00ffffff-no-rj
UCQVhgOxzt5W1fZhOd0l2E6g,The First,30812353,US,1,125000,32699.756642,32699.756642,30770471,52221.444252017,11286.032204466,33211.842162162,33211.842162162,13.767192,2019-10-16T00:00:00.0000000Z,2022-05-14T07:48:37.5838924Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AKedOLTbbTd3Cw2dsyPZR2VXuX7oLj8gQelInFL_M3U5=s88-c-k-c0x00ffffff-no-rj
UCSEG8WUoRw9Lfjj7UWuJuBA,Lone Eagle,15303,CA,0.95,11500,529.678075,529.678075,1067831,137.224555329,79.764078175,72.501621622,68.876540541,54.016760,2016-11-04T00:00:00.0000000Z,2022-05-13T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/h8HG-yyudrBfRDFfvQF8jyhQzVQlLtRYykFR7xIGIZLyWo4CG2vXK55TynvGEpVi1XmXr86aZw=s88-c-k-c0x00ffffff-no-rj
UC2vr9QYlCwYQOoQ2_sZ3kfg,JudgeJoe BrownNews,2892033,US,1,15300,973.109354,973.109354,2892081,25.80012627,93.834944957,474.398918919,474.398918919,2.471429,2014-03-25T00:00:00.0000000Z,2022-05-14T00:00:00.0000000Z,C,[],Unclassified,YouTube,https://yt3.ggpht.com/ytc/AKedOLR1Eu0iDTn31YifI6KDtDKKUI7QYizlBSR5bRFHKA=s88-c-k-c0x00ffffff-no-rj
UCBVGZny2lpynNDQe-rdC1eA,Amerishima2012,4701102,,1,15100,1252.172725,1252.172725,4719439,349.219871481,35.750331082,218.557837838,218.557837838,3.624225,2012-01-17T00:00:00.0000000Z,2022-05-13T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLSg6p5tGmKXseGp-NH44s5ivo25TgwnUxSQ-48=s88-c-k-c0x00ffffff-no-rj
UCpws97zmvszmiHzkXI1JiBA,VergeNetwork,5333644,,0.85,27500,1385.069261,1385.069261,5339442,54.590405403,44.540241395,351.32,298.622,5.324859,2010-08-11T00:00:00.0000000Z,2021-03-01T00:00:00.0000000Z,C,[],Unclassified,YouTube,https://yt3.ggpht.com/ytc/AKedOLRL-xTSFsz8uXjGrOkuLspxrPg_r4D7Ic4VF4TMmwA=s88-c-k-c0x00ffffff-no-rj
UCMhruZ35281kDEuANjXYcpA,IntrovertedSmiles,335887,US,0.95,22500,287.714890,287.714890,340079,134.926102457,23.795066596,224.538378378,213.311459459,23.441558,2017-07-21T14:57:40.0000000Z,2020-10-15T20:59:32.0000000Z,C,"[
  ""AntiSJW"",
  ""PartisanRight""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/a/AATXAJwH5t9qZtkl4XsJzqvHJeBQJFNQdQk3sSElGiq1lA=s88-c-k-c0xffffffff-no-rj-mo
UCBiIUhuT9EK0btwiZmRINHA,Windows On The World,2145033,GB,1,16500,730.153640,730.153640,2176588,1399.361546335,107.894210489,715.691891892,715.691891892,50.707090,2014-03-03T00:00:00.0000000Z,2022-05-01T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLSVG6T9EuVxJ_j9UCnG_p7TmiQ4a_W_dpOlUqddAQ=s88-c-k-c0x00ffffff-no-rj
UCsAKRVq2n1vcHBzNu1ZikgA,5 News,90443479,GB,0.9,108000,26983.037944,26983.037944,90312228,28003.2686104,40655.391610013,30990.636756757,27891.573081081,2.318144,2013-03-14T00:00:00.0000000Z,2022-05-13T17:14:15.8877639Z,C,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/6rpi0JDZo6681A6BR4d2wqfQTHxkiztC4AmXqu0qieRwWIQGyPF4n32IJIyzVdfQnw8dTMreaQ=s88-c-k-c0x00ffffff-no-rj
UC5lC-vULdti_FCZAY5tamrQ,Tr3Vel0cita,20671775,,1,26800,12951.532541,12951.532541,20696549,341.981188768,436.376723846,3106.525405405,3106.525405405,21.783784,2012-02-03T00:00:00.0000000Z,2016-06-19T00:00:00.0000000Z,C,"[
  ""AntiTheist""
]",Anti-theist,YouTube,https://yt3.ggpht.com/ytc/AKedOLR61oC_rrDcXRwgKbC-MVyAkg-7_Px8-QDF-w=s88-c-k-c0x00ffffff-no-rj
UC595wqznMGuY2mi6DKx-qnQ,HoneyBadgerRadio,10147423,CA,1,43400,3731.662600,3731.662600,11624129,1832.291725989,638.306768726,697.019459459,697.019459459,61.578331,2013-11-01T00:00:00.0000000Z,2022-05-13T00:00:00.0000000Z,C,"[
  ""MRA""
]",MRA,YouTube,https://yt3.ggpht.com/ytc/AKedOLSiENAkIFa56pz74-A4sA2tjM-Q-DDy9lhrg_vnIA=s88-c-k-c0x00ffffff-no-rj
UCk9ujPX1k1NahoPr4RMLBcg,Ruocca,2451361,US,0.8,19100,1153.668733,1153.668733,2604984,585.381466603,611.497806557,1152.842162162,922.27372973,6.231579,2016-03-07T00:20:02.0000000Z,2022-05-13T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/1fMA7NFSeqK219WNpOHooKpKE_HcG28siyKbE5PNeCekx3K6lCBKLEYgesnhvZgcjbLFUQdI=s88-c-k-c0x00ffffff-no-rj
UCVRj-aUsXBrlM8elk3zmLvw,U.S. Customs and Border Protection,4692502,US,0.8,34100,1125.105703,1125.105703,5247493,2712.764850641,3328.361840387,2098.355675676,1678.684540541,11.993776,2009-08-05T00:00:00.0000000Z,2022-05-13T00:00:00.0000000Z,R,"[
  ""StateFunded""
]",Unclassified,YouTube,https://yt3.ggpht.com/TOKDdbT_fHaNEd2OiXAIwAJ-fkhpmdCxOph1OjGTGVWB-ssHVYwEJVD8aw7YN2a_ITU9h_Le=s88-c-k-c0x00ffffff-no-rj
UCAI2PPsCuPRM6KDbwJvSU9A,Jeff Censored!,738593,CA,1,50500,7411.858951,7411.858951,4098758,7204.173817373,96.08444644,4416.982702703,4416.982702703,61.888889,2019-06-13T00:00:00.0000000Z,2020-12-17T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AKedOLT_52TDuhFxA_oPctuA8aA9IIVI_iTE2m4C4nce=s88-c-k-c0x00ffffff-no-rj
UCaQXDLZoKomiCqjbXS0xH_Q,Mindless Entertainment,3694724,US,0.7666666667,26300,1357.130275,1357.130275,3698180,788.929261271,616.687496757,630.87027027,483.667207207,35.674967,2014-11-20T00:00:00.0000000Z,2022-05-07T00:00:00.0000000Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AKedOLSUUXhjMzH14yjk87q4QQE6vX2IuGPwKZuPSBbD=s88-c-k-c0x00ffffff-no-rj
UCl76uF5GIuimTYxe-JjdsLA,Joe Friendly,5341036,,1,13400,955.710606,955.710606,5343378,37.57102987,15.872914175,170.892972973,170.892972973,58.982773,2007-01-21T00:00:00.0000000Z,2022-05-13T00:00:00.0000000Z,L,[],Unclassified,YouTube,https://yt3.ggpht.com/ytc/AKedOLSSech3d-Fqn3lVUn3uGjx-Vb77Crx4NNkjLLjk=s88-c-k-c0x00ffffff-no-rj
UClt01z1wHHT7c5lKcU8pxRQ,hbomberguy,125123233,GB,1,1010000,40151.737580,40151.737580,126076456,119756.334623588,164032.352280307,68823.984864865,68823.984864865,30.092105,2013-08-24T00:00:00.0000000Z,2022-03-30T00:23:15.9180564Z,L,"[
  ""SocialJustice""
]",Social Justice,YouTube,https://yt3.ggpht.com/ytc/AKedOLT7HwScqlt1VQiUWKbiEH1RPAoUlpX0HKaVfQlSAw=s88-c-k-c0x00ffffff-no-rj
UCkoAVsahu82aRr297NallHw,Prepare For Plan B 2021,312030,TR,0.85,10600,473.488619,473.488619,312029,62.057787204,0.7936687476,181.425945946,154.212054054,27.057471,2019-03-19T00:00:00.0000000Z,2021-01-06T11:58:18.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""QAnon""
]",QAnon,YouTube,https://yt3.ggpht.com/ytc/AAUvwnj49PEEFweULfe7klEAt7PiFkanH-jIJKb-qLc7eA=s88-c-k-c0x00ffffff-no-rj
UCD158fKWVgwCkOooKEoJ1kw,NBC10 Philadelphia,59696878,US,1,95100,14499.178441,14499.178441,59722116,36649.040661027,40127.569934413,55345.577297297,55345.577297297,3.047723,2011-02-01T00:00:00.0000000Z,2022-05-13T00:00:00.0000000Z,C,"[
  ""Mainstream News""
]",Center/Left MSM,Mainstream Media,https://yt3.ggpht.com/ytc/AKedOLQZRkAeRQfAtjS53OBfflTb6Q0AU108aYdoSZoyk-U=s88-c-k-c0x00ffffff-no-rj
